site number,site location,Cluster,site acronym,date,depth (m),T (C),DO (mg/l),pH,Secchi Disk (m),samples collected,comments
R9-40,Saguaro Lake near inlet,salt,saguaro-40m,2002,36.6,NA,NA,NA,NA,NA,NA
R9-45,Saguaro Lake near inlet,salt,saguaro-45m,2002,41.1,NA,NA,NA,NA,NA,NA
R9-5,Saguaro Lake near inlet,salt,saguaro-5m,2002,4.6,15.7,7.8,NA,NA,NA,NA
R9-50,Saguaro Lake near inlet,salt,saguaro-50m,2002,45.7,NA,NA,NA,NA,NA,NA
R9-55,Saguaro Lake near inlet,salt,saguaro-55m,2002,50.3,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-0m,2002,0,15.9,8.28,NA,2.1,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,2003,0,NA,NA,NA,NA,NA,NA
Green Out,Greenway WTP Outlet,srp,Green Out,2003,0,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,2003,0,NA,NA,NA,NA,NA,NA
Havasu 2,Havasu lake Sample,NA,Havasu 2,2003,0,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,2003,0,16.9,NA,9,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2003,0,NA,NA,NA,NA,NA,NA
Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2003,0,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2003,0,NA,NA,NA,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2003,0,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2003,0,NA,NA,NA,NA,NA,NA
R1,CAP canal above Waddell Canal,cap,cap-siphon,2003,0,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2003,0,13.8,NA,8.8,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2003,0,13.6,NA,9.3,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2003,0,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2003,0,NA,NA,NA,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2003,0,NA,NA,NA,NA,NA,NA
R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2003,0,NA,NA,NA,NA,NA,NA
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2003,0,NA,NA,NA,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2003,0,NA,NA,NA,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2003,0,NA,NA,NA,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2003,0,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,2003,0,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2003,0,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2003,0,NA,NA,NA,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,2003,0,14.6,NA,9.4,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,2003,0,NA,NA,NA,NA,NA,NA
R4,Cap Canal at 7th St.,cap,cap @ 7th st,2003,0,NA,NA,NA,NA,NA,NA
R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,2003,0,NA,NA,NA,NA,NA,NA
R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,2003,0,NA,NA,NA,NA,NA,NA
R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,2003,0,NA,NA,NA,NA,NA,NA
R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,2003,0,NA,NA,NA,NA,NA,NA
Roosvelt,SRP above Roosevelt Lake,NA,Above Roosevelt,2003,0,NA,NA,NA,NA,NA,NA
Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2003,0,NA,NA,NA,NA,NA,NA
SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,2003,0,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2003,0,NA,NA,NA,NA,NA,NA
SPT Out,Tempe's South Plant treated water,tempe,STP Out,2003,0,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,2003,0,NA,NA,NA,NA,NA,NA
UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2003,0,NA,NA,NA,NA,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,2003,0,NA,NA,NA,NA,NA,NA
Green Out,Greenway WTP Outlet,srp,Green Out,2003,0,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,2003,0,NA,NA,NA,NA,NA,NA
Havasu 2,Havasu lake Sample,NA,Havasu 2,2003,0,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,2003,0,18.4,NA,8.9,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2003,0,17.9,NA,9,NA,NA,NA
Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2003,0,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2003,0,NA,NA,NA,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2003,0,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2003,0,NA,NA,NA,NA,NA,NA
R1,CAP canal above Waddell Canal,cap,cap-siphon,2003,0,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2003,0,16.4,NA,8.6,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2003,0,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2003,0,16.5,NA,9.5,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2003,0,NA,NA,NA,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2003,0,17.8,NA,9.2,NA,NA,NA
R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2003,0,NA,NA,NA,NA,NA,NA
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2003,0,15.6,NA,9.2,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2003,0,NA,NA,NA,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2003,0,NA,NA,NA,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2003,0,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,2003,0,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2003,0,NA,NA,NA,NA,NA,NA
R2-10,Lake Pleasant integrated sample,cap,pleasant-10m,2003,9.1,12.7,10.76,NA,NA,NA,NA
R2-15,Lake Pleasant integrated sample,cap,pleasant-15m,2003,13.7,12.6,10.5,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2003,0,17.1,NA,9.2,NA,NA,NA
R2-20,Lake Pleasant integrated sample,cap,pleasant-20m,2003,18.3,12.4,10.3,NA,NA,NA,NA
R2-25,Lake Pleasant integrated sample,cap,pleasant-25m,2003,22.9,12.3,10.2,NA,NA,NA,NA
R2-30,Lake Pleasant integrated sample,cap,pleasant-30m,2003,27.4,12.2,10.3,NA,NA,NA,NA
R2-35,Lake Pleasant integrated sample,cap,pleasant-35m,2003,32,12.2,10.3,NA,NA,NA,NA
R2-40,Lake Pleasant integrated sample,cap,pleasant-40m,2003,36.6,12.2,10.3,NA,NA,NA,NA
R2-45,Lake Pleasant integrated sample,cap,pleasant-45m,2003,41.1,12.1,9.9,NA,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,2003,0,17.8,NA,9.5,NA,NA,NA
R2-5,Lake Pleasant integrated sample,cap,pleasant-5m,2003,4.6,13.3,10.9,NA,NA,NA,NA
R2-50,Lake Pleasant integrated sample,cap,pleasant-50m,2003,45.7,12.1,9.7,NA,NA,NA,NA
R2-55,Lake Pleasant integrated sample,cap,pleasant-55m,2003,50.3,12.1,9.5,NA,NA,NA,NA
R2A,Lake Pleasant integrated sample,cap,pleasant-0m,2003,0,13.5,10.5,NA,3.66,NA,NA
R3,Waddell Canal,cap,waddell canal,2003,0,NA,NA,NA,NA,NA,NA
R4,Cap Canal at 7th St.,cap,cap @ 7th st,2003,0,NA,NA,NA,NA,NA,NA
R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,2003,0,NA,NA,NA,NA,NA,NA
R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,2003,0,NA,NA,NA,NA,NA,NA
R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,2003,9.1,11.6,9.7,NA,NA,NA,NA
R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,2003,13.7,11.4,9.9,NA,NA,NA,NA
R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,2003,18.3,11.2,10,NA,NA,NA,NA
R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,2003,22.9,11.2,9.4,NA,NA,NA,NA
R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,2003,27.4,11,8.6,NA,NA,NA,NA
R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,2003,32,10.7,8,NA,NA,NA,NA
R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,2003,36.6,NA,NA,NA,NA,NA,NA
R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,2003,41.1,NA,NA,NA,NA,NA,NA
R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,2003,4.6,12.8,11.4,NA,NA,NA,NA
R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,2003,45.7,NA,NA,NA,NA,NA,NA
R6-55,Bartlett Reservoir near outlet,verde,bartlett-55m,2003,50.3,NA,NA,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,2003,0,13.2,11.2,NA,1.52,NA,NA
R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,2003,0,NA,NA,NA,NA,NA,NA
R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,2003,0,NA,NA,NA,NA,NA,NA
R9-10,Saguaro Lake near inlet,salt,saguaro-10m,2003,9.1,13.6,8.7,NA,NA,NA,NA
R9-15,Saguaro Lake near inlet,salt,saguaro-15m,2003,13.7,13.4,8.6,NA,NA,NA,NA
R9-20,Saguaro Lake near inlet,salt,saguaro-20m,2003,18.3,13.3,8.4,NA,NA,NA,NA
R9-25,Saguaro Lake near inlet,salt,saguaro-25m,2003,22.9,13.3,8.3,NA,NA,NA,NA
R9-30,Saguaro Lake near inlet,salt,saguaro-30m,2003,27.4,13.3,8,NA,NA,NA,NA
R9-35,Saguaro Lake near inlet,salt,saguaro-35m,2003,32,13.2,7.5,NA,NA,NA,NA
R9-40,Saguaro Lake near inlet,salt,saguaro-40m,2003,36.6,NA,NA,NA,NA,NA,NA
R9-45,Saguaro Lake near inlet,salt,saguaro-45m,2003,41.1,NA,NA,NA,NA,NA,NA
R9-5,Saguaro Lake near inlet,salt,saguaro-5m,2003,4.6,14.1,10.3,NA,NA,NA,NA
R9-50,Saguaro Lake near inlet,salt,saguaro-50m,2003,45.7,NA,NA,NA,NA,NA,NA
R9-55,Saguaro Lake near inlet,salt,saguaro-55m,2003,50.3,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-0m,2003,0,14.6,10.2,NA,2.59,NA,NA
Roosvelt,SRP above Roosevelt Lake,NA,Above Roosevelt,2003,0,NA,NA,NA,NA,NA,NA
Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2003,0,NA,NA,NA,NA,NA,NA
SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,2003,0,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2003,0,NA,NA,NA,NA,NA,NA
SPT Out,Tempe's South Plant treated water,tempe,STP Out,2003,0,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,2003,0,NA,NA,NA,NA,NA,NA
UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2003,0,NA,NA,NA,NA,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,2003,0,NA,NA,NA,NA,NA,NA
Green Out,Greenway WTP Outlet,srp,Green Out,2003,0,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,2003,0,NA,NA,NA,NA,NA,NA
Havasu 2,Havasu lake Sample,NA,Havasu 2,2003,0,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,2003,0,20.6,NA,8.8,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2003,0,NA,NA,NA,NA,NA,NA
Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2003,0,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2003,0,NA,NA,NA,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2003,0,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2003,0,19.1,NA,9.2,NA,NA,NA
R1,CAP canal above Waddell Canal,cap,cap-siphon,2003,0,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2003,0,18.1,NA,8.7,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2003,0,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2003,0,18.1,NA,9.3,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2003,0,NA,NA,NA,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2003,0,21,NA,9.1,NA,NA,NA
R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2003,0,NA,NA,NA,NA,NA,NA
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2003,0,21.5,NA,9.1,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2003,0,NA,NA,NA,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2003,0,NA,NA,NA,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2003,0,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,2003,0,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2003,0,NA,NA,NA,NA,NA,NA
R2-10,Lake Pleasant integrated sample,cap,pleasant-10m,2003,9.1,14,11.4,NA,NA,NA,NA
R2-15,Lake Pleasant integrated sample,cap,pleasant-15m,2003,13.7,13.7,11.2,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2003,0,20.6,NA,9.2,NA,NA,NA
